1.5080	5.6956	5.6161	5.8650	6.5739	5.9112	5.8760	6.1380	6.1708	6.0184	6.4938	5.7730	5.6905	5.9097	5.9256	6.0865	6.4558	6.4060	5.9324	6.3563	6.0788
1.5582	5.9329	5.3822	5.4255	5.8243	5.4288	6.2184	5.6412	5.2583	5.8662	5.1798	5.4089	5.8367	6.1052	5.3715	5.8280	5.5820	5.9659	5.8583	5.3607	5.9121
1.6085	5.2331	5.0998	5.5964	4.9178	5.0551	4.9405	5.1761	5.7037	4.7130	5.4688	5.7079	5.4572	5.3887	4.7601	4.9718	5.7037	4.9307	4.8837	4.8082	5.6959
1.6588	4.7887	4.7447	4.1636	4.6915	5.3090	4.6233	4.6813	4.7615	4.3327	5.3067	4.4365	4.6060	4.2705	4.9017	4.7305	4.8041	4.4638	4.4432	4.7166	4.5120
1.7090	3.9936	4.8360	4.2454	4.1266	4.9144	4.6146	3.4615	3.9979	4.4701	3.9053	4.0346	3.8811	4.5191	4.3555	4.0249	4.1540	3.8848	3.8722	4.2099	4.2256
1.7593	4.0344	3.8077	3.7654	4.6770	3.5302	4.0483	4.4029	3.5537	3.1523	3.1924	3.6645	4.0855	4.6350	3.7481	3.4304	3.0088	3.4489	3.7256	4.4527	4.1202
1.8096	2.8546	4.1179	4.0236	3.7808	3.0040	4.3694	3.0470	3.2917	2.4225	2.7120	3.7812	3.4227	2.6772	3.3429	3.7347	3.3652	3.8522	3.9246	2.9464	3.2743
1.8598	2.6177	4.2506	3.3790	3.0492	3.4003	3.9813	3.5006	3.6011	2.7992	2.8567	3.7309	2.6997	3.1451	2.3959	3.0260	3.0535	4.0265	2.2794	2.5748	2.4818
1.9101	1.2035	2.3689	2.6670	2.1931	0.8311	2.0723	3.8219	1.6477	2.0284	2.8269	3.1480	3.7171	2.1999	2.1473	2.8991	1.8646	1.2095	3.2899	1.7280	3.0331
1.9604	2.1389	0.8425	2.1305	2.5272	2.5250	1.8607	2.7429	3.4001	2.9912	1.9936	2.2561	2.3818	2.3856	0.8381	2.9337	2.1642	1.5516	2.9299	2.8466	2.4125
2.0106	1.3516	2.6392	2.7165	1.3707	2.2543	2.4379	2.2954	1.7841	2.2609	2.0943	1.6047	0.7867	1.1246	1.1262	2.0213	2.2402	1.2812	1.7155	2.4882	0.5890
2.0609	2.0713	0.9304	1.4562	1.2789	2.4288	1.9389	1.2829	-0.1961	0.8197	3.2869	1.0337	2.1383	3.6050	0.5971	1.8496	1.4562	1.4504	2.0626	3.3635	2.2489
2.1112	-0.2458	2.1732	1.5496	0.4648	1.9758	1.1296	1.9069	1.4231	1.7767	1.8652	2.8124	1.2234	2.7212	1.8461	2.1880	2.2528	1.7230	1.9021	1.9970	2.4766
2.1614	1.0788	-0.0021	0.3189	2.6832	0.3870	1.4473	0.7555	1.5548	1.8535	2.5546	2.2375	0.9002	1.4576	0.0111	2.5003	1.0511	0.3276	3.0545	-0.4235	2.5398
2.2117	2.5744	0.9375	1.9141	1.0446	1.2327	1.4493	1.3258	1.3657	1.4652	2.2025	1.1640	1.7315	2.2833	1.1769	0.2490	1.0110	2.5577	1.4822	0.9452	1.2685
2.2619	2.4887	2.2931	1.6919	0.6077	0.3025	0.5737	0.6175	0.1867	3.4961	2.2465	1.5396	0.4236	1.1104	0.1068	0.4273	1.9893	1.3731	2.6955	0.7378	2.0403
2.3122	2.7989	2.4907	2.2390	1.2125	1.7469	3.7479	1.4590	2.3994	-0.3972	1.2640	1.0421	1.5301	2.1314	1.5368	1.2188	2.1494	2.3010	0.1074	1.1854	2.0611
2.3625	2.3330	2.4632	2.2050	1.3696	3.4127	2.2070	0.8219	1.7899	2.5550	2.5511	0.8903	1.4285	1.7988	1.8263	2.4473	3.0342	2.0609	3.0538	2.7879	3.1449
2.4127	2.4519	2.9679	3.1508	1.2996	0.4449	3.1944	3.0196	2.1518	3.4040	2.0602	2.3393	1.7654	2.3098	2.1546	2.1972	1.2064	2.3526	3.0818	1.7732	3.0104
2.4630	2.7595	3.3070	2.5269	1.3836	1.5956	2.5428	2.8733	1.6916	1.4354	3.6110	3.8210	2.3707	3.1871	2.9965	1.7124	2.0594	2.9024	2.0413	3.2236	3.7989
2.5133	3.8418	3.9635	1.5590	3.8597	2.3162	4.0591	3.1554	2.9770	2.8719	3.6597	2.9143	3.7943	2.0824	3.0798	3.2118	2.7391	2.8151	4.1431	2.5415	3.5533
2.5635	3.4832	3.6422	3.2378	3.1910	2.9347	3.0697	3.0845	3.6953	2.9032	4.0598	3.4128	4.0494	3.8169	4.0485	3.5130	4.0883	2.9553	2.4866	4.2526	2.9405
2.6138	4.4918	4.5754	3.9943	4.0799	4.7540	3.6142	5.0312	4.2016	5.5984	4.9044	3.6760	4.2514	4.5873	4.7453	5.0278	3.9401	4.7957	3.2450	3.4083	4.3346
2.6641	5.0443	4.5317	5.2836	4.7574	3.2929	4.2087	4.4846	3.7717	4.9640	5.8071	5.7629	4.5686	4.3010	4.1088	4.2057	4.1239	4.2574	5.1580	5.5422	4.5167
2.7143	5.0106	4.6208	5.0442	4.3209	4.8557	5.8194	5.1917	4.9002	5.8122	4.8165	4.6959	5.6748	6.0509	4.7599	4.9118	4.7531	5.0968	5.0561	4.7325	5.3441
2.7646	4.7765	4.4910	5.3128	6.1685	5.6810	5.2480	6.0964	6.1882	4.4480	6.3199	5.7726	6.1682	4.9661	5.6429	6.2677	6.0357	5.6072	4.7900	5.5851	5.2798
2.8149	5.9369	6.9758	6.0649	5.5746	6.5194	5.4265	5.6584	6.9041	5.7709	6.5993	5.1928	5.8757	5.9759	5.2209	6.5883	5.9799	6.2159	5.8121	5.8791	6.8779
2.8651	6.0597	6.5148	7.2886	6.2996	6.5106	6.3601	5.9987	6.2305	6.0233	6.2156	5.9741	6.1364	7.3388	5.8263	6.2080	6.5984	6.8736	5.4998	6.9782	7.1735
2.9154	6.9270	6.3861	5.9629	5.8400	6.2447	7.2034	6.6893	6.2061	7.0766	7.4688	7.4901	7.3657	6.6362	7.5996	6.3300	6.8711	6.9382	6.6181	6.8384	7.1955
2.9657	6.8158	7.4431	7.8594	7.6505	7.4702	6.5743	7.8308	7.2243	7.1569	7.4796	7.4539	7.8599	7.1228	6.8928	7.5157	7.1357	7.3349	7.7066	6.5269	7.4314
3.0159	6.9816	7.3146	8.1231	8.2656	7.0010	7.5040	7.8719	6.8051	8.1160	8.2666	6.8170	8.0004	7.7041	7.5490	7.4559	7.9752	7.8344	7.8217	7.0406	6.7661
3.0662	7.8482	8.4331	8.2399	7.1881	7.1106	7.9588	7.1344	8.3225	8.0994	7.0295	7.5379	8.2349	7.4418	7.5507	7.7924	7.1923	6.9620	7.9642	7.6115	7.6499
3.1165	7.2123	8.4021	8.5853	7.3827	8.3194	8.4275	7.9360	7.1969	7.4671	8.1608	7.5225	7.2246	7.1793	7.5452	8.1626	8.2337	8.1434	7.9142	8.3373	7.9555
3.1667	8.5006	8.5940	7.8720	7.5248	7.8257	7.3441	7.2417	7.2920	8.2769	8.2164	8.3224	8.1978	7.9973	7.1396	7.5892	7.6005	7.2596	7.4991	7.5515	8.0499
3.2170	8.5735	7.1423	7.8270	7.1080	8.3930	7.5457	7.8126	7.6494	7.9045	7.7267	7.9500	8.4740	8.1946	8.2917	8.3365	7.2504	8.3470	7.4206	8.3757	7.7151
3.2673	8.0232	8.5951	7.0165	7.2101	7.4137	7.5876	7.9397	8.4384	7.8879	7.5131	7.6963	8.4720	7.3153	7.0956	7.4785	7.8836	7.0685	8.0037	7.0865	7.9912
3.3175	7.0103	8.2211	7.8890	7.5163	7.7031	7.6854	7.2618	7.0130	6.8537	8.1359	8.1432	6.9745	7.9236	7.3630	7.4035	7.7035	7.2069	7.6907	7.3648	7.8269
3.3678	6.7353	7.8809	6.8079	6.8904	6.9764	7.8948	7.5090	7.0272	7.1703	7.3959	7.5833	7.0589	7.1897	7.4545	7.2134	6.6199	8.0173	7.2123	8.3147	6.6517
3.4181	7.1669	7.6868	7.3886	6.4988	7.9033	6.1026	7.3563	6.2210	7.2070	7.4951	7.1572	6.6887	6.4189	6.5365	7.4866	6.9360	6.8882	6.3591	6.2633	7.6181
3.4683	5.9017	7.1098	6.3757	6.4840	6.9719	6.4054	6.7270	6.2720	6.8399	6.9047	6.2621	7.0655	6.6870	6.4662	6.4452	6.2393	5.7950	6.0445	6.1851	6.6726
3.5186	6.8132	6.6662	6.9044	5.9449	6.9710	6.4502	6.6006	6.8317	6.4483	6.0536	6.8942	5.9360	5.6674	6.7971	6.1172	6.6393	6.5837	6.8181	5.2054	5.9847
3.5688	5.7290	6.6916	5.4031	6.0897	4.4356	6.2053	6.2027	5.0334	6.8380	4.8289	6.3457	5.1578	5.4442	6.3373	5.7526	4.2799	5.3132	5.6309	5.7589	5.6615
3.6191	4.7703	5.7743	5.2051	6.0418	4.2322	5.7216	5.6266	4.9952	5.5282	3.7172	4.5167	5.2145	4.8300	5.9875	6.0000	6.5225	4.8738	5.1033	4.8112	5.0658
3.6694	5.3093	4.5561	3.8970	5.0233	5.3594	3.3237	5.8432	5.6812	4.3226	6.0386	4.0130	5.3429	4.6451	5.6975	5.5517	4.4949	4.5585	4.9083	5.4147	5.2228
3.7196	3.3576	3.2320	3.3864	4.7708	4.1761	3.0254	4.2380	3.4579	4.3700	5.5400	4.5363	4.3079	3.7831	4.8385	4.3093	4.9414	4.3136	4.0787	6.2736	3.5019
3.7699	4.5867	5.4262	4.3637	3.9443	3.6260	2.9611	2.6013	3.8325	4.1137	4.0559	4.5882	2.3956	1.9856	4.3306	4.0809	4.2861	2.6397	3.0109	2.5838	3.2077
3.8202	2.8320	3.7243	3.0486	1.8804	5.2410	3.7334	1.5386	2.4872	0.8619	2.8266	1.0110	5.1566	1.6510	2.3688	2.0182	2.6724	3.2125	2.3676	4.9172	3.1989
3.8704	4.0063	2.6571	3.2160	1.4274	3.0710	2.0029	3.0787	2.9146	3.1501	3.1862	1.5139	2.3606	1.6943	4.1486	3.6513	3.7926	2.9736	1.9112	4.2519	3.6000
3.9207	1.8688	3.8562	2.4371	4.4710	2.2196	0.9102	0.9172	1.2756	2.0573	4.8161	1.9733	3.5374	2.9786	1.7616	1.4994	3.5307	2.6138	2.9748	1.2680	2.1195
3.9710	2.6881	1.9068	3.1301	1.0862	3.4857	3.0356	2.7250	3.3698	1.3735	2.1205	2.9664	1.9504	2.7701	2.6369	3.1633	2.3635	1.7672	1.5054	1.0327	1.5201
4.0212	4.6656	3.2112	1.4018	-0.7091	3.0377	2.5417	2.0428	2.1275	2.0456	0.2182	1.3422	2.0692	2.6477	2.6790	2.3428	-0.5454	3.6902	1.9710	1.5349	-0.0625
4.0715	1.3637	1.8719	1.2079	1.8532	2.2807	1.4796	2.2949	1.4235	2.2321	1.7057	2.1923	2.4895	2.4860	1.4919	4.8308	1.4767	1.3386	-1.0603	3.1689	4.4011
4.1218	3.6185	-0.3261	2.7286	1.9491	2.8455	3.3053	3.1275	1.6995	3.8940	-0.2266	3.5215	1.4701	3.4143	1.6323	-0.7051	3.8368	0.7816	1.7363	1.8397	2.9921
4.1720	1.2399	3.2098	1.8172	2.8521	3.0065	1.6629	1.5797	2.2171	1.7264	0.6629	0.5492	3.3461	1.8204	4.8016	4.1703	1.4617	0.5269	1.4269	-0.8570	1.7140
4.2223	1.2243	3.0236	1.2183	2.9974	0.5822	3.6522	0.4780	4.1411	3.0966	3.9194	0.8737	2.7913	3.3922	1.6780	3.0956	3.5372	4.6679	3.7804	1.6584	1.4042
4.2726	0.7077	2.6160	2.5095	2.1592	4.1082	2.9612	4.5520	2.7466	3.6763	1.0412	2.9951	5.3455	3.5841	1.4599	2.6024	4.2499	1.8254	2.0237	1.7540	3.5943
4.3228	2.2817	4.5073	3.3122	3.1078	5.1489	2.1889	3.1885	2.6571	4.1641	1.5280	3.2634	3.4259	0.6214	1.2767	4.1427	3.5937	5.1130	2.6220	5.1079	2.0280
4.3731	1.9899	4.3456	6.2088	1.6606	4.3455	3.2161	3.2891	4.6164	4.2708	1.7315	3.5681	3.4383	3.7685	3.5563	3.1521	4.7320	3.3960	3.8628	5.8841	2.7543
4.4234	6.3220	5.5352	5.3896	4.1477	5.7291	3.8260	5.8548	3.4883	5.4687	3.8347	4.0361	3.9404	6.0042	5.0252	6.6524	5.0192	2.6449	5.7598	4.8199	3.4059
4.4736	6.1112	5.8007	6.1021	6.3325	6.2205	6.4253	5.1311	6.6724	5.4720	5.8862	5.1430	4.8105	5.9179	6.9146	4.8608	4.2505	6.2339	5.7365	6.0399	3.7227
4.5239	6.0950	6.0263	5.6621	7.2772	7.1540	5.8305	7.1182	6.8655	6.5836	5.7813	5.7145	5.4994	5.0499	4.5220	5.3804	6.0138	5.5002	6.6721	6.2645	5.8307
4.5742	5.6032	7.4642	6.5905	7.9163	8.0553	5.8189	6.9044	7.8467	7.0054	8.2743	6.0148	6.7921	7.5181	7.7234	7.5888	5.8813	7.3691	7.7459	6.7385	7.7090
4.6244	8.4087	8.0351	8.5610	7.1072	7.4746	8.8183	7.9613	6.6992	7.6986	8.7971	7.7425	7.4945	8.3973	6.8849	8.5765	7.1740	8.2962	7.5041	7.5938	7.2393
4.6747	9.4415	8.7380	8.1631	8.7642	9.3908	9.0829	8.7974	9.3725	9.7467	8.0719	8.0591	9.8574	8.6313	8.1295	9.4696	9.6446	9.8051	9.8770	9.0060	9.8087
4.7250	10.1540	10.3057	9.4271	10.8500	10.8962	10.7879	10.4571	9.8527	10.7995	9.8360	9.5083	9.3769	9.6548	9.7657	9.4527	10.5316	9.4290	10.7378	9.5047	9.3624
4.7752	11.0621	10.9264	11.2651	11.7794	10.7646	10.2977	10.3002	10.2767	11.2188	10.8650	10.8174	11.5126	11.8124	11.3473	10.6068	11.5192	10.5373	11.0810	11.2416	10.7061
4.8255	11.5730	13.2244	12.4281	12.8552	10.4147	10.9336	11.6864	10.5288	10.8951	12.3436	11.5734	11.3065	11.9917	12.6955	12.3047	12.2505	12.6629	11.1935	11.1812	12.5216
4.8758	12.5415	12.8558	12.2089	14.6249	12.6290	12.6246	12.8246	11.9658	13.9193	12.6958	13.3819	13.3609	14.3729	13.0495	12.9159	12.6858	13.1524	12.9847	12.5813	15.1056
4.9260	15.0119	13.2897	13.9534	13.8103	13.4602	13.8484	12.6827	16.0593	13.8719	13.1216	14.6633	12.0016	14.1360	12.4924	14.5892	13.0690	13.1386	14.0697	13.7181	14.7097
4.9763	14.7610	14.9286	15.9374	13.9302	16.5465	15.3487	13.7227	14.8048	14.4450	13.8147	14.8124	15.3203	14.8022	13.5357	14.9238	14.4018	15.4080	13.7003	15.4025	15.8761
5.0265	16.8254	13.6185	15.6627	17.2456	15.4644	14.7334	15.9302	15.4457	14.6780	15.9320	14.6929	15.6894	16.2473	18.3428	13.7930	14.8490	17.8725	16.8579	16.5761	14.5858
5.0768	15.1417	16.2384	16.8219	17.2932	16.9969	15.9414	15.4200	14.2306	16.2102	16.1332	15.2934	14.9728	15.0264	16.6155	15.1906	16.5777	17.3538	16.0359	17.5000	17.2751
5.1271	17.8021	16.3990	17.1032	19.9903	16.6954	15.8589	15.6696	14.8905	16.8896	18.2282	16.0816	16.2961	17.3252	18.2000	15.4063	18.4691	16.6886	16.6029	18.1470	16.9317
5.1773	17.2413	17.2329	17.8830	15.6343	16.6118	18.1820	16.4937	15.3454	17.1573	18.0717	17.9316	16.6783	17.6982	17.7949	15.1964	16.2954	19.0680	16.3420	17.9973	16.6306
5.2276	17.7084	17.2380	18.8641	18.0897	16.4617	18.1818	19.7301	15.6662	19.8115	17.7683	20.3480	18.1017	20.8185	18.4537	18.2132	17.9621	18.9726	15.4337	18.0973	18.1521
5.2779	19.2326	16.8104	18.3215	16.4081	16.0113	19.7107	19.1985	16.2502	20.0048	15.6143	18.1357	16.6663	18.7120	18.8517	17.6833	18.0061	17.7958	17.9652	17.8770	19.4338
5.3281	18.2529	19.0087	16.6984	19.6442	15.1721	16.9558	17.1264	18.7705	17.7330	19.0163	20.7785	16.3348	19.2488	18.1711	16.3887	17.8646	16.7890	18.2045	16.5180	15.7418
5.3784	17.2257	17.7650	22.2941	20.1169	18.2839	17.5774	20.1243	16.2364	16.8016	19.1376	18.0474	19.3364	17.0887	18.8683	17.6497	20.7281	16.9827	18.4296	18.9012	17.2552
5.4287	18.9891	16.3151	19.7872	17.6137	20.7053	19.4690	17.1622	15.6153	15.7931	18.7094	17.0524	20.0376	18.0671	16.5232	17.9659	17.8138	18.5975	18.1050	17.8136	15.7456
5.4789	17.0045	17.5738	20.5756	20.6558	17.4022	18.1970	16.2078	18.5732	18.0366	18.2155	19.3068	15.9016	16.5861	17.4086	19.0279	19.2400	17.1192	20.4744	21.0264	16.9369
5.5292	17.0864	16.6806	17.0131	18.1312	16.8305	15.8517	17.8230	18.9799	17.5555	19.4868	21.2291	18.8249	17.4194	16.9621	18.2620	18.9609	15.5291	16.6030	17.2735	18.0611
5.5795	18.4229	18.4527	16.1879	18.7470	17.1557	18.5066	17.6971	18.9022	15.4091	17.6925	16.0595	17.1572	18.1639	17.6347	16.6518	18.0460	17.0246	16.4958	17.3187	17.0678
5.6297	17.9250	17.0326	17.3010	16.9079	18.8731	15.0658	18.2337	15.5524	16.0716	14.1618	15.4254	15.8992	15.1419	16.9570	18.7234	17.8052	17.6386	18.7476	17.7149	16.6240
5.6800	15.1026	15.1510	16.3078	14.1782	17.3789	15.3211	14.4532	16.7936	15.2658	15.0471	16.0207	17.5090	17.7535	16.6194	17.5427	18.0894	16.1184	16.3390	19.6741	17.3430
5.7303	16.8243	15.8749	15.1060	16.8020	16.0422	15.6170	18.0520	16.5986	15.6440	14.8944	13.7236	16.7021	18.4239	14.9752	14.8869	15.0641	15.2739	14.4313	16.2081	15.7255
5.7805	14.5364	14.9653	16.2521	15.6075	14.9620	13.7225	14.2383	15.3971	13.3803	14.5009	16.0426	13.4448	13.4002	13.8162	15.4218	14.7641	15.6822	14.4100	16.7601	16.2114
5.8308	16.4291	13.2458	14.9619	15.9390	13.5969	13.3577	13.3792	13.9863	12.8406	14.5805	14.7345	13.8732	15.5709	16.0869	15.9531	14.1955	14.5097	15.4493	13.6023	14.0200
5.8811	13.4303	14.9173	12.3077	13.5178	14.5475	13.8418	12.0916	14.9488	14.6196	13.4101	12.9987	13.1165	14.1275	14.5603	13.1622	15.2966	13.7361	14.3085	13.5861	13.2190
5.9313	13.6202	13.6370	13.8108	11.8182	12.3186	14.1303	13.8210	12.6129	13.9547	13.4204	14.5752	13.2041	13.6009	14.1789	14.0884	13.1147	12.4468	13.7432	14.0315	12.6791
5.9816	13.4370	13.3401	11.6563	12.7867	13.1988	12.8826	12.7138	12.0661	13.2126	11.6766	12.7906	11.7531	13.3002	12.4257	13.3463	12.1064	13.8876	13.0775	13.2447	13.7436
6.0319	12.3117	12.9692	12.6397	11.6447	12.5705	11.2896	11.2665	13.1031	12.1400	11.3567	12.0347	11.3190	11.8976	12.5506	12.6897	11.8909	11.0616	11.0788	12.4262	12.8675
6.0821	11.1000	11.5439	11.3206	11.0149	12.9430	12.7320	12.6310	10.9082	11.5511	11.7273	12.0573	11.3363	12.6427	11.7851	12.4942	12.7157	11.5770	11.9347	12.0715	12.3236
6.1324	10.7722	10.7081	11.7530	11.4047	12.3160	11.7285	10.7549	10.7653	12.6243	10.5960	10.6449	11.9882	12.2078	11.6413	12.3267	11.3559	11.2185	11.2567	11.2332	10.4696
6.1827	12.4003	12.3508	11.5031	11.8710	10.4926	12.2106	10.2903	10.6291	10.5673	10.9831	12.2581	10.6557	12.3869	11.5207	10.8252	11.2254	10.4194	10.7425	11.9323	10.7503
6.2329	12.0558	11.7348	10.6364	11.7961	12.2032	10.1580	10.2614	10.4254	10.1360	10.6902	12.0128	10.1451	12.1610	10.9262	10.2633	11.0426	10.8368	10.5470	10.9985	11.0500
6.2832	10.6860	10.8811	11.8706	10.0969	11.4738	12.1355	11.6020	12.2616	10.9827	10.1986	11.6468	11.6503	11.5687	10.3182	12.0913	11.1247	11.6399	10.7901	11.8497	10.6653
6.3335	10.6737	11.0901	12.0566	11.4042	11.4281	12.3315	11.7704	11.9133	10.6991	12.1333	10.7454	11.7701	11.0106	11.7300	10.8445	11.0571	12.3022	10.5890	11.6243	10.6980
6.3837	11.8686	11.6371	11.6071	11.0198	11.5672	10.9649	10.5908	11.1105	10.4660	11.1618	12.1672	10.8635	10.4976	10.6428	12.0977	11.2215	11.0300	10.5238	10.9432	11.0134
6.4340	10.9592	10.6425	11.7114	11.3427	12.5871	11.6636	11.1382	12.5392	11.9110	12.2881	10.8685	12.2722	11.6762	12.7304	11.9066	11.0220	12.2518	11.7991	11.8027	11.4033
6.4842	11.2425	11.8089	11.1759	11.2318	11.2696	12.6873	11.4624	11.5854	11.9771	11.2052	13.2016	10.9902	12.8978	11.7532	11.5026	13.0117	13.2711	13.2105	13.1442	11.5769
6.5345	13.5538	13.4796	12.4931	12.3670	11.8246	12.8519	12.0798	13.5933	12.0674	12.7264	13.5092	11.6824	12.5994	11.5364	11.8680	12.1347	11.9543	12.6643	12.1967	12.4796
6.5848	13.0105	12.9816	13.5036	12.3937	12.4410	13.1378	11.8828	11.9567	14.9620	13.8035	14.4172	13.7763	12.3531	13.5060	13.2471	12.3612	12.5175	13.7343	13.4711	13.9097
6.6350	15.0772	15.6405	14.1147	13.1250	13.8458	13.5203	14.4612	13.9379	13.1896	14.0793	14.0276	13.7360	13.2582	13.3269	13.1741	13.5430	14.8480	13.1491	14.0733	14.5672
